Pais,Ano,Quantidade (kg),Valor (US$)
Taiwan,2023,83.0,293.0
Taiwan (Formosa),2023,59480.0,156414.0
Maldivas,2023,4577.0,20204.0
Nova Zelândia,2023,7625.0,29395.0
"Cook, Ilhas",2023,116.0,839.0
Martinica,2023,14.0,68.0
Canadá,2023,1217018.0,3782574.0
Noruega,2023,465753.0,1528846.0
Vietnã,2023,135.0,305.0
São Vicente e Granadinas,2023,59.0,222.0
Pitcairn,2023,28.0,90.0
Indonésia,2023,11.0,33.0
Coreia do Sul,2023,46512.0,130526.0
Guiana Francesa,2023,1005.0,3590.0
Filipinas,2023,940.0,1723.0
Filânldia,2023,180.0,1770.0
Gabão,2023,83.0,316.0
